[2018-09-03 17:18:02] DEBUG [libs.Utility:28] List of devices attached

[2018-09-03 17:18:02] DEBUG [libs.Utility:28] 

[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:43] STATE     |                                              NAME
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:4
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:94] STARTED   |                                         Upgrade:0
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:43] STATE     |                                              NAME
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:9
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:8
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:3
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:2
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:1
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:0
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:7
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:6
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:5
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:4
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:94] STARTED   |                                         Upgrade:a
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:43] STATE     |                                              NAME
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:a
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:9
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:8
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:3
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:2
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:1
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:0
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:7
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:6
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:5
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:4
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:94] STARTED   |                                         Upgrade:b
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:43] STATE     |                                              NAME
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:b
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:a
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:9
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:8
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:3
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:2
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:1
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:0
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:7
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:6
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:5
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:4
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:94] STARTED   |                                         Upgrade:c
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:43] STATE     |                                              NAME
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:c
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:b
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:a
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:9
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:8
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:3
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:2
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:1
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:0
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:7
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:6
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:5
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:4
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:94] STARTED   |                                         Upgrade:d
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:43] STATE     |                                              NAME
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:c
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:b
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:a
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:d
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:9
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:8
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:3
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:2
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:1
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:0
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:7
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:6
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:5
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:4
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:94] STARTED   |                                         Upgrade:e
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:43] STATE     |                                              NAME
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:c
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:b
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:a
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:e
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:d
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:9
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:8
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:3
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:2
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:1
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:0
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:7
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:6
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:5
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:4
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:94] STARTED   |                                         Upgrade:f
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:43] STATE     |                                              NAME
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:c
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:b
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:a
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:f
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:e
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:d
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:9
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:8
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:3
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:2
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:1
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:0
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:7
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:6
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:5
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:4
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:94] STARTED   |                                         Upgrade:g
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:43] STATE     |                                              NAME
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:c
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:b
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:a
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:g
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:f
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:e
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:d
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:9
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:8
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:3
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:2
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:1
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:0
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:7
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:6
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:5
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:4
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:94] STARTED   |                                         Upgrade:h
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:43] STATE     |                                              NAME
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:h
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:c
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:b
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:a
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:g
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:f
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:e
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:d
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:9
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:8
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:3
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:2
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:1
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:0
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:7
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:6
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:5
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:4
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:94] STARTED   |                                         Upgrade:i
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:43] STATE     |                                              NAME
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:i
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:h
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:c
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:b
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:a
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:g
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:f
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:e
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:d
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:9
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:8
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:3
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:2
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:1
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:0
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:7
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:6
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:5
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:4
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:94] STARTED   |                                         Upgrade:j
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:43] STATE     |                                              NAME
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:j
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:i
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:h
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:c
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:b
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:a
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:g
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:f
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:e
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:d
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:9
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:8
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:3
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:2
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:1
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:0
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:7
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:6
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:5
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:45] RUNNING   |                                         Upgrade:4
[2018-09-03 17:18:08] DEBUG [libs.ThreadManager:94] STARTED   |                                         Upgrade:k
[2018-09-03 17:18:13] DEBUG [libs.ThreadManager:43] STATE     |                                              NAME
[2018-09-03 17:18:13] DEBUG [libs.ThreadManager:45] DONE      |                                         Upgrade:k
[2018-09-03 17:18:13] DEBUG [libs.ThreadManager:45] DONE      |                                         Upgrade:j
[2018-09-03 17:18:13] DEBUG [libs.ThreadManager:45] DONE      |                                         Upgrade:i
[2018-09-03 17:18:13] DEBUG [libs.ThreadManager:45] DONE      |                                         Upgrade:h
[2018-09-03 17:18:13] DEBUG [libs.ThreadManager:45] DONE      |                                         Upgrade:c
[2018-09-03 17:18:13] DEBUG [libs.ThreadManager:45] DONE      |                                         Upgrade:b
[2018-09-03 17:18:13] DEBUG [libs.ThreadManager:45] DONE      |                                         Upgrade:a
[2018-09-03 17:18:13] DEBUG [libs.ThreadManager:45] DONE      |                                         Upgrade:g
[2018-09-03 17:18:13] DEBUG [libs.ThreadManager:45] DONE      |                                         Upgrade:f
[2018-09-03 17:18:13] DEBUG [libs.ThreadManager:45] DONE      |                                         Upgrade:e
[2018-09-03 17:18:13] DEBUG [libs.ThreadManager:45] DONE      |                                         Upgrade:d
[2018-09-03 17:18:13] DEBUG [libs.ThreadManager:45] DONE      |                                         Upgrade:9
[2018-09-03 17:18:13] DEBUG [libs.ThreadManager:45] DONE      |                                         Upgrade:8
[2018-09-03 17:18:13] DEBUG [libs.ThreadManager:45] DONE      |                                         Upgrade:3
[2018-09-03 17:18:13] DEBUG [libs.ThreadManager:45] DONE      |                                         Upgrade:2
[2018-09-03 17:18:13] DEBUG [libs.ThreadManager:45] DONE      |                                         Upgrade:1
[2018-09-03 17:18:13] DEBUG [libs.ThreadManager:45] DONE      |                                         Upgrade:0
[2018-09-03 17:18:13] DEBUG [libs.ThreadManager:45] DONE      |                                         Upgrade:7
[2018-09-03 17:18:13] DEBUG [libs.ThreadManager:45] DONE      |                                         Upgrade:6
[2018-09-03 17:18:13] DEBUG [libs.ThreadManager:45] DONE      |                                         Upgrade:5
[2018-09-03 17:18:13] DEBUG [libs.ThreadManager:45] DONE      |                                         Upgrade:4
[2018-09-03 17:18:13] DEBUG [libs.ThreadManager:94] STARTED   |                                         Upgrade:1
[2018-09-03 17:18:13] DEBUG [libs.ThreadManager:43] STATE     |                                              NAME
[2018-09-03 17:18:13] DEBUG [libs.ThreadManager:45] DONE      |                                         Upgrade:k
[2018-09-03 17:18:13] DEBUG [libs.ThreadManager:45] DONE      |                                         Upgrade:j
[2018-09-03 17:18:13] DEBUG [libs.ThreadManager:45] DONE      |                                         Upgrade:i
[2018-09-03 17:18:13] DEBUG [libs.ThreadManager:45] DONE      |                                         Upgrade:h
